speed,fz,A_damage,damage_level
2500.0,0.01,3.5834,low
2500.0,0.05,65.7846,medium
2500.0,0.1,115.64538,high
5000.0,0.01,3.36352,low
5000.0,0.05,59.79448,medium
5000.0,0.1,101.71934,high
10000.0,0.01,2.8,low
10000.0,0.05,51.24078,medium
10000.0,0.1,109.14466,high
7295.700988434128,0.012250967970040025,6.051680981376289,low
8023.534106230093,0.07090295386806203,77.79310957846525,high
9191.346757786341,0.017824494936647457,12.53739832149253,low
4139.784811027025,0.055481975929302624,66.98366922106126,medium
2699.019772628977,0.027895388561798365,30.497443882616633,low
4153.304665305225,0.06303391154883178,71.2168400871267,medium
8570.7284250837,0.010584888371025492,3.8091486173746105,low
5051.878873884939,0.023993154983060344,22.063857793020098,low
9679.09804155086,0.040293509060136415,40.36147911876387,low
8856.20774760595,0.0643353428230202,69.26288796132003,medium
8553.462049557851,0.07567586080244361,74.70370253620138,medium
5339.007829062652,0.05968365681459044,66.31431473585356,medium
8720.534981897461,0.06566677771278215,72.07862806785313,medium
7784.288771611926,0.0141241945290096,8.156437924246417,low
4209.237067386602,0.03604491672418965,42.15720078923812,low
3257.5107205729682,0.035017624279908295,41.7601914957426,low
7267.633331983001,0.04283489610730759,45.80093775755211,medium
4502.33366536835,0.09429891289412447,101.02202890544889,high
7360.265389349452,0.06482179051002894,72.04420209676353,medium
3725.518703214463,0.044150989758188305,56.476922883681105,medium
9921.425129774463,0.06759997838686836,68.60949209714494,medium
8821.389401423572,0.07983999203916203,84.20035841568028,high
4217.860539730783,0.012889021951363398,7.566134090778235,low
4082.3713268974484,0.0948618742901549,104.4424343208759,high
9072.757198545016,0.038321009271863014,37.60624878815327,low
9359.106923054076,0.0512966667328659,52.443890971474524,medium
4486.601248735394,0.032196475692458516,34.61254799673995,low
6884.394926676554,0.09080405952422294,94.85634182806548,high
5495.50378855298,0.029738868324155503,31.86550899533504,low
3181.8205913034544,0.014240473788226113,9.945152135872647,low
3322.3684776299438,0.0664701437532781,80.03030497811882,high
2976.4577961396785,0.044345735785588314,54.30732017405642,medium
9970.910351800725,0.057620291058922336,63.622779903622195,medium
2586.1076645711473,0.07486496374241752,89.26655177210631,high
7612.827767699311,0.05832732973679157,63.40912287899073,medium
3336.6413019690735,0.04912887256021946,65.13472731603228,medium
5902.9277974690485,0.09584343347689722,100.99156359412247,high
6254.395847877237,0.026078669247711822,24.685652512290797,low
9344.708795086153,0.08834667128530903,93.94278466647674,high
7067.276585786292,0.023755534169467137,22.27469891447537,low
8218.831000563634,0.05854411271076632,63.62701726899099,medium
2504.289220959576,0.03917404513042058,47.16627296664965,medium
2646.075567893742,0.09361887546381555,112.97394560011654,high
4806.355940519961,0.015213264984476881,10.371536657277979,low
9085.071994030304,0.09522545007681947,105.58306381179172,high
3019.093888512877,0.07845419487315085,93.60980736286234,high
8243.758219802408,0.021555231804978654,17.135687183422213,low
4487.924717050443,0.08851897369767317,95.12619644150831,high
5673.534551506652,0.02906183848978739,28.270224471737762,low
4008.632975422719,0.03805446621708055,44.10452611669086,medium
9963.62017495671,0.06848902518755082,70.23598638711461,medium
3407.531469011993,0.030222760332840166,34.357097881488556,low
5035.641716105914,0.062947784661151,70.80589899102408,medium
3032.448145067744,0.06679926615430891,82.38757886449504,high
4217.063378583658,0.09148780117055152,99.24034462757122,high
4285.034757767464,0.07020800004666526,78.66447575939648,high
4106.776055278289,0.02190806638525225,21.60355158679726,low
6045.032697338456,0.0806157481861678,84.40396870806961,high
8556.227483249826,0.027136892292568993,25.349872824754737,low
5676.839672649406,0.052032220123300756,61.5299416699179,medium
7968.0688709488795,0.07060280925639714,76.93216599751523,high
5519.659615767016,0.040537234485546685,45.69004925540289,medium
8962.544022645932,0.03237907005282571,31.317646273280054,low
5664.112298758031,0.035069063020024646,39.147204123908026,low
4373.548359115754,0.09309390393484115,93.60446791488673,high
6627.439843373861,0.014552949657239312,9.50139745299738,low
9994.61851309545,0.08524248265719568,98.23985367872062,high
8865.218008107291,0.02496799995435226,21.444740701302923,low
6142.308440880388,0.02923725692792635,29.246238613088835,low
5342.298392326871,0.09867779594017534,101.70417967681944,high
4489.02293629114,0.08056635417537125,84.99229317104297,high
9679.88230644755,0.09958804205434425,109.15019069292022,high
6668.262425542137,0.07465674477666934,81.38168151446881,high
9765.32023726869,0.06212622617346307,66.86596134421468,medium
